player_id,player_name,team,pass_attempts,completions,passing_yards,passing_tds,interceptions,rushing_attempts,rushing_yards,rushing_tds,fantasy_points_half_ppr,sacks,games_played,pass_attempts_per_game,passing_yards_per_game,rushing_attempts_per_game,rushing_yards_per_game,fantasy_points_half_ppr_per_game,ypa,completion_pct,td_pct,int_pct,dropbacks,fantasy_pts_per_dropback,rush_fantasy_contribution,position,signal_score,signal_rank,vegas_multiplier,signal_score_pre_vegas,positional_rank,replacement_signal,vbd_raw,vbd,carries,targets,receptions,receiving_yards,receiving_tds,carries_per_game,targets_per_game,receptions_per_game,receiving_yards_per_game,ypc,yards_per_reception,catch_rate,carry_share,target_share_backfield,opportunity_share,goal_line_carries,air_yards,yards_after_catch,wopr,yac_per_reception,target_share,adot,total_air_yards,racr,ngs_separation,redzone_targets,endzone_targets,yprr_proxy,yprr_note,fg_attempts,fg_makes,fg_att_40_49,fg_made_40_49,fg_att_50p,fg_made_50p,fg_pct,fg_pct_40_49,fg_pct_50p,fg_attempts_per_game,xp_attempts,fumbles_recovered,safeties,turnovers,sacks_per_game,turnovers_per_game,sack_rate,turnover_rate,points_allowed_per_game,opp_epa_per_dropback_allowed,opponent_dvoa,overall_rank,tier
00-0038097,C.York,CIN,,,,,,,,,,,4,,,,,,,,,,,,,K,22.54,31,1.0,22.54,31,58.17,-35.63,-24.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,1.0,0.0,1.0,1.0,0.7142857142857143,0.0,1.0,1.75,14.0,,,,,,,,,,,257,7
00-0033307,Kendrick Bourne,NE,,,,,,,,,57.4,,9,,,,,,,,,,,,,WR,47.5,77,1.0,47.5,77,72.51,-25.010000000000005,-25.01,,33.0,23.0,278.0,1.0,,3.6666666666666665,,30.88888888888889,,,0.696969696969697,,,,,0.16050488,77.0,0.2876841,3.347826086956522,0.22432977955423775,10.393939,343.0,0.8104956,,,,,,,,,,,,,,,,,,,,,,,,,,,258,7
00-0035243,Miles Sanders,CAR,,,,,,,41.0,0.0,16.8,,4,,,,10.25,,,,,,,,,RB,44.45,50,1.0,44.45,50,67.42,-22.97,-25.27,8.0,11.0,10.0,27.0,0.0,2.0,2.75,2.5,6.75,5.125,2.7,0.9090909090909091,0.09920343137254901,0.5444444444444445,0.19616161616161618,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,7
00-0032385,Sterling Shepard,TB,,,,,,,,,54.3,,9,,,,,,,,,,,,,WR,47.19,78,1.0,47.19,78,72.51,-25.320000000000007,-25.32,,38.0,24.0,245.0,0.0,,4.222222222222222,,27.22222222222222,,,0.631578947368421,,,,,0.15628988,83.0,0.30230072,3.4583333333333335,0.2361648531709554,8.105263,308.0,0.79545456,,,,,,,,,,,,,,,,,,,,,,,,,,,260,7
00-0037086,Grant Calcaterra,PHI,,,,,,,,,36.5,,8,,,,,,,,,,,,,TE,51.81,39,1.0,51.81,39,76.09,-24.28,-25.49,,17.0,14.0,165.0,1.0,,2.125,,20.625,,,0.8235294117647058,,,,,,57.0,0.22196642,,0.10756144087001472,,,,,1.0,1.0,9.705882352941176,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,261,7
00-0039793,A.J. Barner,SEA,,,,,,,,,44.5,,9,,,,,,,,,,,,,TE,51.54,40,1.0,51.54,40,76.09,-24.550000000000004,-25.78,,26.0,18.0,145.0,2.0,,2.888888888888889,,16.11111111111111,,,0.6923076923076923,,,,,,94.0,0.18842214,,0.09282240340896654,,,,,4.0,2.0,5.576923076923077,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,262,7
00-0037005,Tommy Tremble,CAR,,,,,,,,,34.5,,6,,,,,,,,,,,,,TE,51.49,41,1.0,51.49,41,76.09,-24.6,-25.83,,20.0,14.0,145.0,1.0,,3.3333333333333335,,24.166666666666668,,,0.7,,,,,,80.0,0.19249512,,0.10060724010389242,,,,,3.0,1.0,7.25,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,263,7
00-0034613,Tanner Hudson,CIN,,,,,,,,,34.6,,7,,,,,,,,,,,,,TE,51.2,42,1.0,51.2,42,76.09,-24.89,-26.13,,19.0,16.0,125.0,1.0,,2.7142857142857144,,17.857142857142858,,,0.8421052631578947,,,,,,79.0,0.124821745,,0.06523304643063163,,,,,4.0,3.0,6.578947368421052,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,264,7
00-0033662,Cooper Rush,DAL,294.0,178.0,1792.0,12.0,4.0,24.0,17.0,0.0,109.38,13.0,9,32.666666666666664,199.11111111111111,2.6666666666666665,1.8888888888888888,12.153333028157553,6.095238095238095,0.6054421768707483,0.04081632653061224,0.013605442176870748,307.0,0.3562866360046188,0.18888889418707955,QB,33.49,37,1.0,33.49,37,62.7,-29.21,-26.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,7
CHI,CHI DST,CHI,,,,,4.0,,,,,19.0,10,,,,,,,,,,,,,DST,25.71,28,1.0,25.71,28,60.84,-35.13,-26.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,10.0,1.9,1.0,0.061488673139158574,0.012642225031605562,24.7,0.17899105232510365,,266,7
00-0033009,Tyler Boyd,TEN,,,,,,,,,52.600002,,10,,,,,,,,,,,,,WR,46.09,79,1.0,46.09,79,72.51,-26.42,-26.42,,38.0,26.0,263.0,0.0,,3.8,,26.3,,,0.6842105263157895,,,,,0.12288806,130.0,0.28174776,5.0,0.21504758786105532,7.394737,281.0,0.93594307,,,,,,,,,,,,,,,,,,,,,,,,,,,267,7
00-0036527,D.J. Turner,LV,,,,,,,,,28.8,,5,,,,,,,,,,,,,WR,45.98,80,1.0,45.98,80,72.51,-26.53000000000001,-26.53,,19.0,12.0,100.0,1.0,,3.8,,20.0,,,0.631578947368421,,,,,0.10856698,61.0,0.23842874,5.083333333333333,0.23724867724867726,5.368421,102.0,0.98039216,,,,,,,,,,,,,,,,,,,,,,,,,,,268,7
00-0036919,Kenneth Gainwell,PHI,,,,,,,236.0,1.0,49.100002,,10,,,,23.6,,,,,,,,,RB,43.2,51,1.0,43.2,51,67.42,-24.22,-26.64,56.0,12.0,11.0,85.0,0.0,5.6,1.2,1.1,8.5,4.214285714285714,7.7272727272727275,0.9166666666666666,0.1800684799641322,0.38,0.19867053293049497,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,7
00-0035250,Devin Singletary,NYG,,,,,,,194.0,2.0,46.600002,,10,,,,19.4,,,,,,,,,RB,42.66,52,1.0,42.66,52,67.42,-24.760000000000005,-27.24,50.0,12.0,10.0,52.0,0.0,5.0,1.2,1.0,5.2,3.88,5.2,0.8333333333333334,0.2842974477213608,0.21404761904761904,0.26956915869796194,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,7
00-0033862,Z.Gonzalez,WAS,,,,,,,,,,,4,,,,,,,,,,,,,K,18.41,32,1.0,18.41,32,58.17,-39.760000000000005,-27.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,4.0,3.0,1.0,0.0,0.6666666666666666,0.75,0.0,1.5,17.0,,,,,,,,,,,271,7
00-0036876,Kylen Granson,IND,,,,,,,,,23.6,,9,,,,,,,,,,,,,TE,49.54,43,1.0,49.54,43,76.09,-26.550000000000004,-27.88,,22.0,11.0,126.0,0.0,,2.4444444444444446,,14.0,,,0.5,,,,,,73.0,0.17979199,,0.08315861199373745,,,,,4.0,2.0,5.7272727272727275,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,272,7
00-0037475,Stone Smartt,LAC,,,,,,,,,32.8,,6,,,,,,,,,,,,,TE,49.47,44,1.0,49.47,44,76.09,-26.620000000000005,-27.95,,18.0,15.0,198.0,0.0,,3.0,,33.0,,,0.8333333333333334,,,,,,63.0,0.22191465,,0.09756785458622041,,,,,1.0,0.0,11.0,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,273,7
00-0031687,Raheem Mostert,MIA,,,,,,,189.0,2.0,55.2,,10,,,,18.9,,,,,,,,,RB,41.87,53,1.0,41.87,53,67.42,-25.550000000000004,-28.11,60.0,18.0,15.0,133.0,0.0,6.0,1.8,1.5,13.3,3.15,8.866666666666667,0.8333333333333334,0.2710358063617826,0.22138888888888886,0.2603439620780176,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,7
00-0038393,Dontayvion Wicks,GB,,,,,,,,,58.3,,10,,,,,,,,,,,,,WR,43.64,81,1.0,43.64,81,72.51,-28.870000000000005,-28.87,,38.0,23.0,233.0,2.0,,3.8,,23.3,,,0.6052631578947368,,,,,0.15047956,82.0,0.3208904,3.5652173913043477,0.21918855047152933,10.0,380.0,0.61315787,,,,,,,,,,,,,,,,,,,,,,,,,,,275,7
00-0039376,Spencer Rattler,NO,146.0,82.0,834.0,2.0,3.0,13.0,108.0,0.0,40.16,15.0,5,29.2,166.8,2.6,21.6,8.031999969482422,5.712328767123288,0.5616438356164384,0.0136986301369863,0.02054794520547945,161.0,0.249440992841069,2.160000038146973,QB,30.26,38,1.0,30.26,38,62.7,-32.44,-29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,7
00-0039798,Isaiah Davis,NYJ,,,,,,,127.0,1.0,41.2,,7,,,,18.142857142857142,,,,,,,,,RB,40.53,54,1.0,40.53,54,67.42,-26.89,-29.58,23.0,12.0,9.0,75.0,1.0,3.2857142857142856,1.7142857142857142,1.2857142857142858,10.714285714285714,5.521739130434782,8.333333333333334,0.75,0.17524316744241555,0.2922077922077922,0.19597074386874974,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,7
00-0033375,Tim Patrick,DET,,,,,,,,,66.9,,10,,,,,,,,,,,,,WR,42.93,82,1.0,42.93,82,72.51,-29.580000000000005,-29.58,,32.0,23.0,239.0,3.0,,3.2,,23.9,,,0.71875,,,,,0.17261486,86.0,0.27699244,3.739130434782609,0.16190928636207275,9.46875,303.0,0.7887789,,,,,,,,,,,,,,,,,,,,,,,,,,,278,7
00-0039623,Mason Tipton,NO,,,,,,,,,13.9,,4,,,,,,,,,,,,,WR,42.75,83,1.0,42.75,83,72.51,-29.760000000000005,-29.76,,15.0,8.0,59.0,0.0,,3.75,,14.75,,,0.5333333333333333,,,,,0.19481994,12.0,0.2962207,1.5,0.24953539107950873,12.533334,188.0,0.31382978,,,,,,,,,,,,,,,,,,,,,,,,,,,279,7
00-0039890,Adonai Mitchell,IND,,,,,,,,,35.5,,10,,,,,,,,,,,,,WR,42.74,84,1.0,42.74,84,72.51,-29.770000000000003,-29.77,,30.0,15.0,233.0,0.0,,3.0,,23.3,,,0.5,,,,,0.14626601,80.0,0.26119894,5.333333333333333,0.1476868617229029,12.833333,385.0,0.6051948,,,,,,,,,,,,,,,,,,,,,,,,,,,280,7
00-0037614,John Metchie,HOU,,,,,,,,,49.3,,8,,,,,,,,,,,,,WR,42.71,85,1.0,42.71,85,72.51,-29.800000000000004,-29.8,,32.0,21.0,223.0,1.0,,4.0,,27.875,,,0.65625,,,,,0.1444363,59.0,0.29496738,2.8095238095238093,0.2104926978765988,9.46875,303.0,0.7359736,,,,,,,,,,,,,,,,,,,,,,,,,,,281,7
00-0035216,Diontae Johnson,BAL,,,,,,,,,4.3,,4,,,,,,,,,,,,,WR,42.61,86,1.0,42.61,86,72.51,-29.900000000000006,-29.9,,8.0,2.0,23.0,0.0,,2.0,,5.75,,,0.25,,,,,0.27514333,1.0,0.32426497,0.5,0.1835164835164835,20.375,163.0,0.1411043,,,,,,,,,,,,,,,,,,,,,,,,,,,282,7
00-0037231,Kevin Austin,NO,,,,,,,,,24.699999,,7,,,,,,,,,,,,,WR,42.56,87,1.0,42.56,87,72.51,-29.950000000000003,-29.95,,21.0,10.0,138.0,0.0,,3.0,,19.714285714285715,,,0.47619047619047616,,,,,0.14404358,28.0,0.25539932,2.8,0.27822475143903713,12.142858,255.0,0.5411765,,,,,,,,,,,,,,,,,,,,,,,,,,,283,7
00-0039424,Devaughn Vele,DEN,,,,,,,,,67.8,,10,,,,,,,,,,,,,WR,42.49,88,1.0,42.49,88,72.51,-30.020000000000003,-30.02,,37.0,25.0,308.0,2.0,,3.7,,30.8,,,0.6756756756756757,,,,,0.1516962,76.0,0.27440548,3.04,0.16558577275102315,8.8918915,329.0,0.9361702,,,,,,,,,,,,,,,,,,,,,,,,,,,284,7
00-0038583,Dorian Thompson-Robinson,CLE,115.0,59.0,427.0,0.0,6.0,19.0,119.0,0.0,14.98,7.0,5,23.0,85.4,3.8,23.8,2.9959999084472657,3.7130434782608694,0.5130434782608696,0.0,0.05217391304347826,122.0,0.1227868814937404,2.380000114440918,QB,29.0,39,1.0,29.0,39,62.7,-33.7,-30.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,7
00-0039875,Ray Davis,BUF,,,,,,,206.0,2.0,64.1,,9,,,,22.88888888888889,,,,,,,,,RB,39.57,55,1.0,39.57,55,67.42,-27.85,-30.64,52.0,8.0,8.0,115.0,2.0,5.777777777777778,0.8888888888888888,0.8888888888888888,12.777777777777779,3.9615384615384617,14.375,1.0,0.2586766756722336,0.22592592592592592,0.24587807456888763,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,7
00-0036414,Cam Akers,MIN,,,,,,,232.0,1.0,54.0,,9,,,,25.77777777777778,,,,,,,,,RB,39.34,56,1.0,39.34,56,67.42,-28.08,-30.89,58.0,9.0,8.0,48.0,2.0,6.444444444444445,1.0,0.8888888888888888,5.333333333333333,4.0,6.0,0.8888888888888888,0.2693686705760545,0.20277777777777778,0.2593228856598976,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,7
00-0038551,Kendre Miller,NO,,,,,,,148.0,1.0,29.099998,,6,,,,24.666666666666668,,,,,,,,,RB,39.16,57,1.0,39.16,57,67.42,-28.260000000000005,-31.09,39.0,8.0,5.0,33.0,0.0,6.5,1.3333333333333333,0.8333333333333334,5.5,3.7948717948717947,6.6,0.625,0.3974206349206349,0.1597222222222222,0.31683535762483134,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,7
00-0039880,Malik Washington,MIA,,,,,,,,,46.2,,10,,,,,,,,,,,,,WR,41.35,89,1.0,41.35,89,72.51,-31.160000000000004,-31.16,,30.0,21.0,167.0,0.0,,3.0,,16.7,,,0.7,,,,,0.09842292,97.0,0.2262122,4.619047619047619,0.19402532065457762,5.3333335,160.0,1.04375,,,,,,,,,,,,,,,,,,,,,,,,,,,289,7
00-0033555,Mack Hollins,BUF,,,,,,,,,66.2,,9,,,,,,,,,,,,,WR,41.2,90,1.0,41.2,90,72.51,-31.310000000000002,-31.31,,27.0,21.0,272.0,3.0,,3.0,,30.22222222222222,,,0.7777777777777778,,,,,0.13859783,53.0,0.23596999,2.5238095238095237,0.16590674156924987,12.814815,346.0,0.78612715,,,,,,,,,,,,,,,,,,,,,,,,,,,290,7
00-0036422,Adam Trautman,DEN,,,,,,,,,38.6,,10,,,,,,,,,,,,,TE,46.07,45,1.0,46.07,45,76.09,-30.020000000000003,-31.52,,19.0,11.0,156.0,2.0,,1.9,,15.6,,,0.5789473684210527,,,,,,73.0,0.11874745,,0.05992720731281852,,,,,5.0,1.0,8.210526315789474,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,291,7
00-0039391,Kimani Vidal,LAC,,,,,,,144.0,0.0,19.6,,8,,,,18.0,,,,,,,,,RB,38.64,58,1.0,38.64,58,67.42,-28.78,-31.66,39.0,7.0,3.0,22.0,0.0,4.875,0.875,0.375,2.75,3.6923076923076925,7.333333333333333,0.42857142857142855,0.2714085758904838,0.34375,0.2816226737367027,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,7
00-0036626,Dyami Brown,WAS,,,,,,,,,37.5,,9,,,,,,,,,,,,,WR,40.02,91,1.0,40.02,91,72.51,-32.49,-32.49,,26.0,19.0,187.0,0.0,,2.888888888888889,,20.77777777777778,,,0.7307692307692307,,,,,0.101395935,134.0,0.21292792,7.052631578947368,0.1499152535917242,7.923077,206.0,0.907767,,,,,,,,,,,,,,,,,,,,,,,,,,,293,7
00-0029604,Kirk Cousins,ATL,246.0,165.0,1910.0,9.0,11.0,13.0,7.0,0.0,87.1,18.0,8,30.75,238.75,1.625,0.875,10.887499809265137,7.764227642276423,0.6707317073170732,0.036585365853658534,0.044715447154471545,264.0,0.3299242366443981,0.08749999850988388,QB,26.58,40,1.0,26.58,40,62.7,-36.120000000000005,-32.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,7
00-0032775,Demarcus Robinson,LA,,,,,,,,,76.4,,11,,,,,,,,,,,,,WR,39.86,92,1.0,39.86,92,72.51,-32.650000000000006,-32.65,,35.0,16.0,244.0,6.0,,3.1818181818181817,,22.181818181818183,,,0.45714285714285713,,,,,0.22060709,34.0,0.3064969,2.125,0.1263721517526788,15.428572,540.0,0.45185184,,,,,,,,,,,,,,,,,,,,,,,,,,,295,7
00-0038558,Darnell Washington,PIT,,,,,,,,,27.5,,8,,,,,,,,,,,,,TE,44.94,46,1.0,44.94,46,76.09,-31.150000000000006,-32.71,,18.0,13.0,145.0,0.0,,2.25,,18.125,,,0.7222222222222222,,,,,,92.0,0.14618652,,0.08102513227513228,,,,,1.0,1.0,8.055555555555555,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,296,7
00-0037666,Jalen Tolbert,DAL,,,,,,,,,73.2,,10,,,,,,,,,,,,,WR,39.74,93,1.0,39.74,93,72.51,-32.77,-32.77,,39.0,21.0,222.0,5.0,,3.9,,22.2,,,0.5384615384615384,,,,,0.17007488,56.0,0.28468865,2.6666666666666665,0.170249463784854,10.615385,414.0,0.5362319,,,,,,,,,,,,,,,,,,,,,,,,,,,297,7
00-0036427,Tyler Johnson,LA,,,,,,,,,25.7,,6,,,,,,,,,,,,,WR,39.33,94,1.0,39.33,94,72.51,-33.18000000000001,-33.18,,19.0,12.0,137.0,0.0,,3.1666666666666665,,22.833333333333332,,,0.631578947368421,,,,,0.0917758,73.0,0.22185314,6.083333333333333,0.1276744631564887,6.0,114.0,1.2017543,,,,,,,,,,,,,,,,,,,,,,,,,,,298,7
00-0036849,Tutu Atwell,LA,,,,,,,,,44.4,,10,,,,,,,,,,,,,WR,39.3,95,1.0,39.3,95,72.51,-33.21000000000001,-33.21,,29.0,20.0,244.0,0.0,,2.9,,24.4,,,0.6896551724137931,,,,,0.1469275,71.0,0.26687762,3.55,0.13469623676193396,11.034483,320.0,0.7625,,,,,,,,,,,,,,,,,,,,,,,,,,,299,7
00-0039066,Michael Mayer,LV,,,,,,,,,24.400002,,7,,,,,,,,,,,,,TE,44.31,47,1.0,44.31,47,76.09,-31.78,-33.37,,21.0,13.0,114.0,0.0,,3.0,,16.285714285714285,,,0.6190476190476191,,,,,,42.0,0.18511547,,0.08290390307197029,,,,,4.0,1.0,5.428571428571429,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,300,7
00-0037801,Kavontae Turpin,DAL,,,,,,,,,59.2,,9,,,,,,,,,,,,,WR,38.97,96,1.0,38.97,96,72.51,-33.540000000000006,-33.54,,27.0,15.0,238.0,1.0,,3.0,,26.444444444444443,,,0.5555555555555556,,,,,0.07996972,168.0,0.18099822,11.2,0.12589294165015075,8.0,216.0,1.1018518,,,,,,,,,,,,,,,,,,,,,,,,,,,301,7
00-0035537,Ty Johnson,BUF,,,,,,,124.0,0.0,59.699997,,10,,,,12.4,,,,,,,,,RB,36.93,59,1.0,36.93,59,67.42,-30.490000000000002,-33.54,25.0,17.0,13.0,223.0,2.0,2.5,1.7,1.3,22.3,4.96,17.153846153846153,0.7647058823529411,0.1125978944105206,0.3651190476190476,0.16723770544992955,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,7
00-0036415,Van Jefferson,PIT,,,,,,,,,44.6,,10,,,,,,,,,,,,,WR,38.95,97,1.0,38.95,97,72.51,-33.56,-33.56,,23.0,13.0,196.0,2.0,,2.3,,19.6,,,0.5652173913043478,,,,,0.12424457,47.0,0.21427071,3.6153846153846154,0.1660343822843823,12.173913,280.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,303,7
00-0032464,Kalif Raymond,DET,,,,,,,,,34.3,,5,,,,,,,,,,,,,WR,38.7,98,1.0,38.7,98,72.51,-33.81,-33.81,,10.0,8.0,95.0,2.0,,2.0,,19.0,,,0.8,,,,,0.091400385,55.0,0.18875936,6.875,0.14248591174906963,9.4,94.0,1.0106384,,,,,,,,,,,,,,,,,,,,,,,,,,,304,7
00-0032211,Tyler Lockett,SEA,,,,,,,,,50.3,,10,,,,,,,,,,,,,WR,38.65,99,1.0,38.65,99,72.51,-33.86000000000001,-33.86,,30.0,21.0,233.0,1.0,,3.0,,23.3,,,0.7,,,,,0.13776748,47.0,0.2534253,2.238095238095238,0.17866692344313828,10.833333,325.0,0.71692306,,,,,,,,,,,,,,,,,,,,,,,,,,,305,7
00-0036244,Colby Parkinson,LA,,,,,,,,,28.3,,9,,,,,,,,,,,,,TE,43.77,48,1.0,43.77,48,76.09,-32.32,-33.94,,16.0,10.0,123.0,1.0,,1.7777777777777777,,13.666666666666666,,,0.625,,,,,,66.0,0.13475026,,0.0670064819935447,,,,,3.0,1.0,7.6875,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,306,7
00-0035406,Lil'Jordan Humphrey,DEN,,,,,,,,,32.4,,7,,,,,,,,,,,,,WR,38.56,100,1.0,38.56,100,72.51,-33.95,-33.95,,25.0,16.0,124.0,1.0,,3.5714285714285716,,17.714285714285715,,,0.64,,,,,0.09415756,95.0,0.23085155,5.9375,0.16085978570951523,6.2,155.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,307,7
00-0038589,Josh Whyle,TEN,,,,,,,,,36.6,,9,,,,,,,,,,,,,TE,43.66,49,1.0,43.66,49,76.09,-32.43000000000001,-34.05,,21.0,15.0,156.0,1.0,,2.3333333333333335,,17.333333333333332,,,0.7142857142857143,,,,,,109.0,0.14081688,,0.06962362050990982,,,,,2.0,1.0,7.428571428571429,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,308,7
00-0034860,Dante Pettis,NO,,,,,,,,,22.4,,7,,,,,,,,,,,,,WR,38.44,101,1.0,38.44,101,72.51,-34.07000000000001,-34.07,,22.0,10.0,104.0,0.0,,3.142857142857143,,14.857142857142858,,,0.45454545454545453,,,,,0.12268179,36.0,0.24589166,3.6,0.2641963195534624,9.681818,213.0,0.48826292,,,,,,,,,,,,,,,,,,,,,,,,,,,309,7
JAX,JAX DST,JAX,,,,,5.0,,,,,17.0,10,,,,,,,,,,,,,DST,15.29,29,1.0,15.29,29,60.84,-45.550000000000004,-34.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,7.0,1.7,0.7,0.04927536231884058,0.00813953488372093,23.1,0.1654872507288836,,310,7
00-0034521,Allen Lazard,NYJ,,,,,,,,,18.5,,5,,,,,,,,,,,,,WR,38.24,102,1.0,38.24,102,72.51,-34.27,-34.27,,17.0,8.0,105.0,0.0,,3.4,,21.0,,,0.47058823529411764,,,,,0.19039002,20.0,0.2793382,2.5,0.1490334928229665,12.0,204.0,0.5147059,,,,,,,,,,,,,,,,,,,,,,,,,,,311,7
00-0035289,Gardner Minshew,LV,166.0,104.0,999.0,5.0,5.0,8.0,20.0,0.0,45.96,14.0,5,33.2,199.8,1.6,4.0,9.191999816894532,6.018072289156627,0.6265060240963856,0.030120481927710843,0.030120481927710843,180.0,0.25533332824707033,0.4,QB,24.49,41,1.0,24.49,41,62.7,-38.21000000000001,-34.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,7
00-0039373,Audric Estime,DEN,,,,,,,249.0,1.0,36.6,,10,,,,24.9,,,,,,,,,RB,36.03,60,1.0,36.03,60,67.42,-31.39,-34.53,60.0,5.0,5.0,27.0,0.0,6.0,0.5,0.5,2.7,4.15,5.4,1.0,0.3212842018064793,0.07178571428571429,0.2679406008750974,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,7
00-0038619,Andrei Iosivas,CIN,,,,,,,,,65.8,,10,,,,,,,,,,,,,WR,37.9,103,1.0,37.9,103,72.51,-34.61000000000001,-34.61,,35.0,20.0,278.0,3.0,,3.5,,27.8,,,0.5714285714285714,,,,,0.14802422,45.0,0.23859414,2.25,0.15051761056917395,11.942857,418.0,0.6650718,,,,,,,,,,,,,,,,,,,,,,,,,,,314,7
00-0037300,Mike Woods,CLE,,,,,,,,,13.5,,5,,,,,,,,,,,,,WR,37.48,104,1.0,37.48,104,72.51,-35.03000000000001,-35.03,,17.0,7.0,65.0,0.0,,3.4,,13.0,,,0.4117647058823529,,,,,0.13588187,35.0,0.22384493,5.0,0.16579365079365077,11.0,187.0,0.34759358,,,,,,,,,,,,,,,,,,,,,,,,,,,315,7
NYG,NYG DST,NYG,,,,,4.0,,,,,17.0,10,,,,,,,,,,,,,DST,14.0,30,1.0,14.0,30,60.84,-46.84,-35.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,9.0,1.7,0.9,0.0576271186440678,0.010869565217391304,27.4,0.19367900783732786,,316,7
00-0037263,Tyler Allgeier,ATL,,,,,,,309.0,2.0,49.2,,10,,,,30.9,,,,,,,,,RB,35.39,61,1.0,35.39,61,67.42,-32.03,-35.23,77.0,4.0,4.0,23.0,0.0,7.7,0.4,0.4,2.3,4.012987012987013,5.75,1.0,0.25980202403542063,0.08428571428571428,0.2357854010963767,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,7
00-0032394,Nick Vannett,TEN,,,,,,,,,31.900002,,9,,,,,,,,,,,,,TE,42.29,50,1.0,42.29,50,76.09,-33.800000000000004,-35.49,,14.0,11.0,89.0,2.0,,1.5555555555555556,,9.88888888888889,,,0.7857142857142857,,,,,,68.0,0.076681055,,0.047951952110552636,,,,,4.0,3.0,6.357142857142857,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,318,7
00-0034418,Cedrick Wilson,NO,,,,,,,,,40.64,,7,,,,,,,,,,,,,WR,36.91,105,1.0,36.91,105,72.51,-35.60000000000001,-35.6,,18.0,14.0,158.0,1.0,,2.5714285714285716,,22.571428571428573,,,0.7777777777777778,,,,,0.09385326,44.0,0.18058528,3.142857142857143,0.1941239316239316,8.444445,152.0,1.0394737,,,,,,,,,,,,,,,,,,,,,,,,,,,319,7
00-0033526,Samaje Perine,KC,,,,,,,52.0,0.0,57.9,,11,,,,4.7272727272727275,,,,,,,,,RB,35.04,62,1.0,35.04,62,67.42,-32.38,-35.62,8.0,25.0,21.0,257.0,1.0,0.7272727272727273,2.272727272727273,1.9090909090909092,23.363636363636363,6.5,12.238095238095237,0.84,0.03265130750899252,0.45097402597402597,0.1142959024576558,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,7
