player_id,player_name,team,pass_attempts,completions,passing_yards,passing_tds,interceptions,rushing_attempts,rushing_yards,rushing_tds,fantasy_points_half_ppr,sacks,games_played,pass_attempts_per_game,passing_yards_per_game,rushing_attempts_per_game,rushing_yards_per_game,fantasy_points_half_ppr_per_game,ypa,completion_pct,td_pct,int_pct,dropbacks,fantasy_pts_per_dropback,rush_fantasy_contribution,position,signal_score,signal_rank,vegas_multiplier,signal_score_pre_vegas,positional_rank,replacement_signal,vbd_raw,vbd,carries,targets,receptions,receiving_yards,receiving_tds,carries_per_game,targets_per_game,receptions_per_game,receiving_yards_per_game,ypc,yards_per_reception,catch_rate,carry_share,target_share_backfield,opportunity_share,goal_line_carries,air_yards,yards_after_catch,wopr,yac_per_reception,target_share,adot,total_air_yards,racr,ngs_separation,redzone_targets,endzone_targets,yprr_proxy,yprr_note,fg_attempts,fg_makes,fg_att_40_49,fg_made_40_49,fg_att_50p,fg_made_50p,fg_pct,fg_pct_40_49,fg_pct_50p,fg_attempts_per_game,xp_attempts,fumbles_recovered,safeties,turnovers,sacks_per_game,turnovers_per_game,sack_rate,turnover_rate,points_allowed_per_game,opp_epa_per_dropback_allowed,opponent_dvoa,overall_rank,tier
00-0039851,Drake Maye,NE,296.0,201.0,2011.0,12.0,8.0,47.0,371.0,2.0,155.54,27.0,10,29.6,201.1,4.7,37.1,15.553999328613282,6.793918918918919,0.6790540540540541,0.04054054054054054,0.02702702702702703,323.0,0.48154796683013257,4.910000228881836,QB,59.56,15,1.0,59.56,15,62.7,-3.1400000000000006,-2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,7
00-0033881,Evan Engram,JAX,,,,,,,,,69.8,,7,,,,,,,,,,,,,TE,73.31,17,1.0,73.31,17,76.09,-2.780000000000001,-2.92,,50.0,36.0,258.0,1.0,,7.142857142857143,,36.857142857142854,,,0.72,,,,,,105.0,0.49512845,,0.2564625850340136,,,,,6.0,2.0,5.16,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,130,7
00-0038124,Christian Watson,GB,,,,,,,,,70.5,,9,,,,,,,,,,,,,WR,69.58,36,1.0,69.58,36,72.51,-2.930000000000007,-2.93,,40.0,21.0,472.0,0.0,,4.444444444444445,,52.44444444444444,,,0.525,,,,,0.38647717,110.0,0.5409939,5.238095238095238,0.28099671029461937,18.925,757.0,0.6235139,,,,,,,,,,,,,,,,,,,,,,,,,,,131,7
00-0034829,Mike Gesicki,CIN,,,,,,,,,91.9,,10,,,,,,,,,,,,,TE,73.06,18,1.0,73.06,18,76.09,-3.030000000000001,-3.18,,52.0,40.0,419.0,2.0,,5.2,,41.9,,,0.7692307692307693,,,,,,157.0,0.28274333,,0.12750721450186575,,,,,7.0,2.0,8.057692307692308,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,132,7
00-0039918,Caleb Williams,CHI,334.0,200.0,2076.0,10.0,1.0,53.0,310.0,0.0,148.04,47.0,10,33.4,207.6,5.3,31.0,14.803999328613282,6.2155688622754495,0.5988023952095808,0.029940119760479042,0.0029940119760479044,381.0,0.38855641282449555,3.1,QB,59.07,16,1.0,59.07,16,62.7,-3.6300000000000026,-3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,7
00-0034972,Alexander Mattison,LV,,,,,,,242.0,1.0,61.0,,7,,,,34.57142857142857,,,,,,,,,RB,64.31,33,1.0,64.31,33,67.42,-3.1099999999999994,-3.42,80.0,25.0,18.0,148.0,0.0,11.428571428571429,3.5714285714285716,2.5714285714285716,21.142857142857142,3.025,8.222222222222221,0.72,0.568964059676134,0.46271585557299844,0.5462041634835753,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,7
00-0037256,Rachaad White,TB,,,,,,,426.0,3.0,151.2,,10,,,,42.6,,,,,,,,,RB,64.04,34,1.0,64.04,34,67.42,-3.3799999999999955,-3.72,93.0,38.0,34.0,266.0,6.0,9.3,3.8,3.4,26.6,4.580645161290323,7.823529411764706,0.8947368421052632,0.361739073054526,0.4371536796536796,0.39434697372738287,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,7
00-0034827,D.J. Moore,CHI,,,,,,,,,134.8,,10,,,,,,,,,,,,,WR,68.69,37,1.0,68.69,37,72.51,-3.8200000000000074,-3.82,,83.0,58.0,566.0,2.0,,8.3,,56.6,,,0.6987951807228916,,,,,0.20347016,376.0,0.54139805,6.482758620689655,0.3335744221099367,7.084337,588.0,0.96258503,,,,,,,,,,,,,,,,,,,,,,,,,,,136,7
00-0036997,Javonte Williams,DEN,,,,,,,272.0,4.0,95.5,,10,,,,27.2,,,,,,,,,RB,63.61,35,1.0,63.61,35,67.42,-3.8100000000000023,-4.19,75.0,40.0,29.0,153.0,0.0,7.5,4.0,2.9,15.3,3.6266666666666665,5.275862068965517,0.725,0.354405217731372,0.6933058608058608,0.42585461586891793,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,7
00-0039919,Rome Odunze,CHI,,,,,,,,,93.3,,10,,,,,,,,,,,,,WR,68.14,38,1.0,68.14,38,72.51,-4.3700000000000045,-4.37,,68.0,35.0,470.0,2.0,,6.8,,47.0,,,0.5147058823529411,,,,,0.3787456,164.0,0.5936394,4.685714285714286,0.2761197232942886,14.073529,957.0,0.49111807,,,,,,,,,,,,,,,,,,,,,,,,,,,138,7
00-0036893,Najee Harris,PIT,,,,,,,631.0,4.0,117.9,,10,,,,63.1,,,,,,,,,RB,63.34,36,1.0,63.34,36,67.42,-4.079999999999998,-4.49,155.0,24.0,18.0,128.0,0.0,15.5,2.4,1.8,12.8,4.070967741935484,7.111111111111111,0.75,0.5809420651943338,0.2909157509157509,0.52774838029095,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,7
BUF,BUF DST,BUF,,,,,10.0,,,,,22.0,10,,,,,,,,,,,,,DST,54.68,14,1.0,54.68,14,60.84,-6.160000000000004,-4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,20.0,2.2,2.0,0.06043956043956044,0.024539877300613498,21.9,0.10922925550859053,,140,7
00-0025565,N.Folk,TEN,,,,,,,,,,,7,,,,,,,,,,,,,K,51.51,19,1.0,51.51,19,58.17,-6.660000000000004,-4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,13.0,5.0,4.0,3.0,3.0,0.9285714285714286,0.8,1.0,2.0,15.0,,,,,,,,,,,141,7
00-0039404,W.Reichard,MIN,,,,,,,,,,,7,,,,,,,,,,,,,K,51.36,20,1.0,51.36,20,58.17,-6.810000000000002,-4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,12.0,6.0,4.0,6.0,4.0,0.7058823529411765,0.6666666666666666,0.6666666666666666,2.4285714285714284,22.0,,,,,,,,,,,142,7
00-0039165,Zach Charbonnet,SEA,,,,,,,323.0,5.0,101.2,,10,,,,32.3,,,,,,,,,RB,63.0,37,1.0,63.0,37,67.42,-4.420000000000002,-4.86,72.0,29.0,23.0,159.0,0.0,7.2,2.9,2.3,15.9,4.486111111111111,6.913043478260869,0.7931034482758621,0.3432406163440646,0.515959595959596,0.3821783433957347,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,7
00-0036252,Michael Pittman,IND,,,,,,,,,88.3,,9,,,,,,,,,,,,,WR,67.62,39,1.0,67.62,39,72.51,-4.890000000000001,-4.89,,59.0,38.0,463.0,1.0,,6.555555555555555,,51.44444444444444,,,0.6440677966101694,,,,,0.26334175,163.0,0.5542305,4.2894736842105265,0.3423690237731682,11.525424,680.0,0.68088233,,,,,,,,,,,,,,,,,,,,,,,,,,,144,7
00-0034771,Mason Rudolph,TEN,202.0,130.0,1375.0,9.0,9.0,24.0,101.0,1.0,89.1,9.0,6,33.666666666666664,229.16666666666666,4.0,16.833333333333332,14.84999974568685,6.806930693069307,0.6435643564356436,0.04455445544554455,0.04455445544554455,211.0,0.4222748742849341,2.683333396911621,QB,57.16,17,1.0,57.16,17,62.7,-5.540000000000006,-4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,7
00-0038608,Kayshon Boutte,NE,,,,,,,,,73.6,,10,,,,,,,,,,,,,WR,67.52,40,1.0,67.52,40,72.51,-4.990000000000009,-4.99,,53.0,29.0,366.0,1.0,,5.3,,36.6,,,0.5471698113207547,,,,,0.36408135,107.0,0.526061,3.689655172413793,0.3450984142276712,15.622642,828.0,0.442029,,,,,,,,,,,,,,,,,,,,,,,,,,,146,7
00-0033106,Jared Goff,DET,357.0,257.0,3068.0,28.0,6.0,24.0,35.0,0.0,228.22,20.0,11,32.45454545454545,278.90909090909093,2.1818181818181817,3.1818181818181817,20.74727283824574,8.593837535014005,0.7198879551820728,0.0784313725490196,0.01680672268907563,377.0,0.6053580934236157,0.3181818181818182,QB,56.91,18,1.0,56.91,18,62.7,-5.790000000000006,-5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,7
00-0039901,Keon Coleman,BUF,,,,,,,,,61.4,,6,,,,,,,,,,,,,WR,67.24,41,1.0,67.24,41,72.51,-5.27000000000001,-5.27,,27.0,15.0,324.0,2.0,,4.5,,54.0,,,0.5555555555555556,,,,,0.26992893,131.0,0.41117248,8.733333333333333,0.25003534477218686,14.925926,403.0,0.8039702,,,,,,,,,,,,,,,,,,,,,,,,,,,148,7
00-0038979,Cedric Tillman,CLE,,,,,,,,,77.0,,5,,,,,,,,,,,,,WR,67.07,42,1.0,67.07,42,72.51,-5.440000000000012,-5.44,,44.0,26.0,330.0,3.0,,8.8,,66.0,,,0.5909090909090909,,,,,0.28447208,97.0,0.50950104,3.730769230769231,0.3435128979289157,12.409091,546.0,0.6043956,,,,,,,,,,,,,,,,,,,,,,,,,,,149,7
00-0038997,Josh Downs,IND,,,,,,,,,100.0,,9,,,,,,,,,,,,,WR,66.96,43,1.0,66.96,43,72.51,-5.550000000000011,-5.55,,59.0,35.0,470.0,3.0,,6.555555555555555,,52.22222222222222,,,0.5932203389830508,,,,,0.168026,236.0,0.48399687,6.742857142857143,0.336050148423019,8.033898,474.0,0.9915612,,,,,,,,,,,,,,,,,,,,,,,,,,,150,7
00-0037267,Jerome Ford,CLE,,,,,,,301.0,2.0,72.9,,8,,,,37.625,,,,,,,,,RB,62.2,38,1.0,62.2,38,67.42,-5.219999999999999,-5.74,54.0,20.0,17.0,138.0,0.0,6.75,2.5,2.125,17.25,5.574074074074074,8.117647058823529,0.85,0.3683414264828738,0.5669642857142857,0.3986857133540901,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,7
00-0039750,J.Karty,LA,,,,,,,,,,,9,,,,,,,,,,,,,K,49.69,21,1.0,49.69,21,58.17,-8.480000000000004,-5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,16.0,3.0,2.0,4.0,3.0,0.8,0.6666666666666666,0.75,2.2222222222222223,27.0,,,,,,,,,,,152,7
00-0037509,Sincere McCormick,LV,,,,,,,183.0,0.0,27.2,,4,,,,45.75,,,,,,,,,RB,61.57,39,1.0,61.57,39,67.42,-5.850000000000001,-6.44,39.0,7.0,6.0,29.0,0.0,9.75,1.75,1.5,7.25,4.6923076923076925,4.833333333333333,0.8571428571428571,0.5698336589880707,0.31346153846153846,0.4896905725853094,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,7
00-0039894,Xavier Worthy,KC,,,,,,,,,129.1,,11,,,,,,,,,,,,,WR,66.04,44,1.0,66.04,44,72.51,-6.469999999999999,-6.47,,77.0,47.0,459.0,4.0,,7.0,,41.72727272727273,,,0.6103896103896104,,,,,0.2599631,299.0,0.4739257,6.361702127659575,0.3971715865833513,9.103896,701.0,0.6547789,,,,,,,,,,,,,,,,,,,,,,,,,,,154,7
CIN,CIN DST,CIN,,,,,11.0,,,,,24.0,10,,,,,,,,,,,,,DST,52.13,15,1.0,52.13,15,60.84,-8.71,-6.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,17.0,2.4,1.7,0.0646900269541779,0.02045728038507822,26.5,0.034924370901925225,,155,7
00-0038933,Dalton Kincaid,BUF,,,,,,,,,52.100002,,7,,,,,,,,,,,,,TE,69.8,19,1.0,69.8,19,76.09,-6.290000000000006,-6.6,,44.0,23.0,231.0,1.0,,6.285714285714286,,33.0,,,0.5227272727272727,,,,,,118.0,0.4505455,,0.19699546485260772,,,,,7.0,2.0,5.25,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,156,7
00-0036970,Kyle Pitts,ATL,,,,,,,,,77.4,,10,,,,,,,,,,,,,TE,69.76,20,1.0,69.76,20,76.09,-6.329999999999998,-6.65,,43.0,27.0,324.0,3.0,,4.3,,32.4,,,0.627906976744186,,,,,,144.0,0.31909156,,0.14204224941520766,,,,,8.0,2.0,7.534883720930233,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,157,7
00-0036637,Noah Gray,KC,,,,,,,,,90.7,,11,,,,,,,,,,,,,TE,69.74,21,1.0,69.74,21,76.09,-6.3500000000000085,-6.67,,37.0,29.0,317.0,5.0,,3.3636363636363638,,28.818181818181817,,,0.7837837837837838,,,,,,147.0,0.19939595,,0.0956189809334867,,,,,7.0,4.0,8.567567567567568,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,158,7
00-0037809,Chigoziem Okonkwo,TEN,,,,,,,,,90.9,,11,,,,,,,,,,,,,TE,69.38,22,1.0,69.38,22,76.09,-6.710000000000008,-7.05,,57.0,41.0,422.0,1.0,,5.181818181818182,,38.36363636363637,,,0.7192982456140351,,,,,,214.0,0.33306134,,0.15816045973901255,,,,,4.0,2.0,7.4035087719298245,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,159,7
00-0039032,Tyjae Spears,TEN,,,,,,,198.0,3.0,76.6,,7,,,,28.285714285714285,,,,,,,,,RB,60.79,40,1.0,60.79,40,67.42,-6.630000000000003,-7.29,51.0,23.0,18.0,148.0,1.0,7.285714285714286,3.2857142857142856,2.5714285714285716,21.142857142857142,3.8823529411764706,8.222222222222221,0.782608695652174,0.37663289953662626,0.5224489795918367,0.4091092576624428,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,7
00-0039491,Jalen Coker,CAR,,,,,,,,,61.8,,7,,,,,,,,,,,,,WR,64.9,45,1.0,64.9,45,72.51,-7.609999999999999,-7.61,,31.0,18.0,318.0,2.0,,4.428571428571429,,45.42857142857143,,,0.5806451612903226,,,,,0.26565912,114.0,0.4424007,6.333333333333333,0.26580290010741137,12.387096,384.0,0.828125,,,,,,,,,,,,,,,,,,,,,,,,,,,161,7
00-0034791,Nick Chubb,CLE,,,,,,,332.0,3.0,63.3,,8,,,,41.5,,,,,,,,,RB,60.22,41,1.0,60.22,41,67.42,-7.200000000000003,-7.92,102.0,11.0,5.0,31.0,1.0,12.75,1.375,0.625,3.875,3.2549019607843137,6.2,0.45454545454545453,0.6587040517961571,0.38244047619047616,0.608550607477953,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,7
PIT,PIT DST,PIT,,,,,9.0,,,,,22.0,10,,,,,,,,,,,,,DST,50.26,16,1.0,50.26,16,60.84,-10.580000000000005,-7.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,17.0,2.2,1.7,0.05929919137466307,0.020581113801452784,24.2,0.036859157593102466,,163,7
00-0033908,Cooper Kupp,LA,,,,,,,,,135.3,,10,,,,,,,,,,,,,WR,64.56,46,1.0,64.56,46,72.51,-7.950000000000003,-7.95,,73.0,49.0,563.0,5.0,,7.3,,56.3,,,0.6712328767123288,,,,,0.23928979,204.0,0.51693934,4.163265306122449,0.29004492702248663,7.712329,563.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,164,7
00-0032104,Ameer Abdullah,LV,,,,,,,244.0,1.0,100.8,,9,,,,27.11111111111111,,,,,,,,,RB,60.03,42,1.0,60.03,42,67.42,-7.390000000000001,-8.13,55.0,35.0,30.0,224.0,3.0,6.111111111111111,3.888888888888889,3.3333333333333335,24.88888888888889,4.4363636363636365,7.466666666666667,0.8571428571428571,0.2937379169964309,0.5841269841269842,0.3732552198689969,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,7
00-0035229,T.J. Hockenson,MIN,,,,,,,,,83.6,,9,,,,,,,,,,,,,TE,68.24,23,1.0,68.24,23,76.09,-7.8500000000000085,-8.24,,54.0,39.0,446.0,0.0,,6.0,,49.55555555555556,,,0.7222222222222222,,,,,,145.0,0.3887726,,0.18038261558185656,,,,,8.0,0.0,8.25925925925926,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,166,7
00-0036550,Rashod Bateman,BAL,,,,,,,,,99.7,,9,,,,,,,,,,,,,WR,63.88,47,1.0,63.88,47,72.51,-8.630000000000003,-8.63,,38.0,23.0,407.0,6.0,,4.222222222222222,,45.22222222222222,,,0.6052631578947368,,,,,0.25882205,91.0,0.43105465,3.9565217391304346,0.3126059126059126,13.868421,527.0,0.772296,,,,,,,,,,,,,,,,,,,,,,,,,,,167,7
00-0039172,J.Bates,DET,,,,,,,,,,,11,,,,,,,,,,,,,K,45.35,22,1.0,45.35,22,58.17,-12.82,-8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,16.0,5.0,4.0,8.0,6.0,0.8421052631578947,0.8,0.75,1.7272727272727273,46.0,,,,,,,,,,,168,7
00-0034981,Foster Moreau,NO,,,,,,,,,64.0,,10,,,,,,,,,,,,,TE,67.44,24,1.0,67.44,24,76.09,-8.650000000000006,-9.08,,29.0,19.0,270.0,3.0,,2.9,,27.0,,,0.6551724137931034,,,,,,105.0,0.23982418,,0.09692306214749452,,,,,6.0,3.0,9.310344827586206,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,169,7
00-0038977,Tank Dell,HOU,,,,,,,,,91.6,,9,,,,,,,,,,,,,WR,63.29,48,1.0,63.29,48,72.51,-9.220000000000006,-9.22,,51.0,31.0,473.0,2.0,,5.666666666666667,,52.55555555555556,,,0.6078431372549019,,,,,0.30119398,96.0,0.4903433,3.096774193548387,0.3056263529689742,14.294118,729.0,0.648834,,,,,,,,,,,,,,,,,,,,,,,,,,,170,7
00-0036290,Cole Kmet,CHI,,,,,,,,,45.199997,,7,,,,,,,,,,,,,TE,67.3,25,1.0,67.3,25,76.09,-8.790000000000006,-9.23,,24.0,19.0,182.0,1.0,,3.4285714285714284,,26.0,,,0.7916666666666666,,,,,,65.0,0.20275249,,0.09723582919484478,,,,,7.0,5.0,7.583333333333333,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,171,7
00-0037816,Romeo Doubs,GB,,,,,,,,,83.3,,8,,,,,,,,,,,,,WR,62.84,49,1.0,62.84,49,72.51,-9.670000000000002,-9.67,,48.0,31.0,383.0,2.0,,6.0,,47.875,,,0.6458333333333334,,,,,0.28134865,105.0,0.5219736,3.3870967741935485,0.306416067475808,11.895833,571.0,0.67075306,,,,,,,,,,,,,,,,,,,,,,,,,,,172,7
ATL,ATL DST,ATL,,,,,7.0,,,,,26.0,10,,,,,,,,,,,,,DST,46.97,17,1.0,46.97,17,60.84,-13.870000000000005,-10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,11.0,2.6,1.1,0.06824146981627296,0.013480392156862746,24.4,0.08383454049978982,,173,7
00-0035719,Deebo Samuel,SF,,,,,,,,,85.0,,9,,,,,,,,,,,,,WR,61.95,50,1.0,61.95,50,72.51,-10.560000000000002,-10.56,,49.0,31.0,335.0,2.0,,5.444444444444445,,37.22222222222222,,,0.6326530612244898,,,,,0.12568037,267.0,0.38241732,8.612903225806452,0.3356260402026992,4.877551,239.0,1.4016737,,,,,,,,,,,,,,,,,,,,,,,,,,,174,7
00-0036971,Trevor Lawrence,JAX,93.0,56.0,711.0,3.0,4.0,12.0,37.0,3.0,58.14,3.0,4,23.25,177.75,3.0,9.25,14.53499984741211,7.645161290322581,0.6021505376344086,0.03225806451612903,0.043010752688172046,96.0,0.6056249936421713,5.425000011920929,QB,50.58,19,1.0,50.58,19,62.7,-12.120000000000005,-10.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,7
00-0033869,Mitchell Trubisky,BUF,2.0,2.0,73.0,1.0,0.0,10.0,-8.0,0.0,6.12,0.0,4,0.5,18.25,2.5,-2.0,1.5299999713897705,36.5,1.0,0.5,0.0,2.0,3.059999942779541,-0.20000000298023224,QB,50.52,20,1.0,50.52,20,62.7,-12.18,-10.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,7
00-0035710,Daniel Jones,NYG,122.0,80.0,727.0,2.0,3.0,22.0,101.0,2.0,49.18,15.0,4,30.5,181.75,5.5,25.25,12.295000076293945,5.959016393442623,0.6557377049180327,0.01639344262295082,0.02459016393442623,137.0,0.35897810441734146,5.525000095367432,QB,50.41,21,1.0,50.41,21,62.7,-12.290000000000006,-11.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,7
00-0039150,Bryce Young,CAR,287.0,174.0,1849.0,12.0,6.0,32.0,199.0,3.0,143.86,22.0,10,28.7,184.9,3.2,19.9,14.386000061035157,6.442508710801394,0.6062717770034843,0.041811846689895474,0.020905923344947737,309.0,0.46556634501731897,3.7899999618530273,QB,50.19,22,1.0,50.19,22,62.7,-12.510000000000005,-11.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,7
00-0034159,Will Dissly,LAC,,,,,,,,,70.8,,9,,,,,,,,,,,,,TE,65.34,26,1.0,65.34,26,76.09,-10.75,-11.29,,43.0,32.0,328.0,1.0,,4.777777777777778,,36.44444444444444,,,0.7441860465116279,,,,,,176.0,0.32312354,,0.1630852919333679,,,,,5.0,1.0,7.627906976744186,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,179,7
CLE,CLE DST,CLE,,,,,3.0,,,,,26.0,10,,,,,,,,,,,,,DST,45.58,18,1.0,45.58,18,60.84,-15.260000000000005,-11.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,9.0,2.6,0.9,0.0783132530120482,0.011180124223602485,25.9,0.08309452792248094,,180,7
00-0035192,J.Slye,NE,,,,,,,,,,,8,,,,,,,,,,,,,K,41.79,23,1.0,41.79,23,58.17,-16.380000000000003,-11.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,14.0,3.0,2.0,6.0,3.0,0.7368421052631579,0.6666666666666666,0.5,2.375,16.0,,,,,,,,,,,181,7
00-0038544,Quentin Johnston,LAC,,,,,,,,,94.3,,9,,,,,,,,,,,,,WR,61.03,51,1.0,61.03,51,72.51,-11.480000000000004,-11.48,,55.0,28.0,361.0,5.0,,6.111111111111111,,40.111111111111114,,,0.509090909090909,,,,,0.23228018,167.0,0.46347576,5.964285714285714,0.2897897099651485,11.436363,629.0,0.57392687,,,,,,,,,,,,,,,,,,,,,,,,,,,182,7
00-0034270,Tyler Conklin,NYJ,,,,,,,,,74.2,,9,,,,,,,,,,,,,TE,65.06,27,1.0,65.06,27,76.09,-11.030000000000001,-11.58,,39.0,30.0,242.0,3.0,,4.333333333333333,,26.88888888888889,,,0.7692307692307693,,,,,,148.0,0.25270215,,0.126572326531199,,,,,6.0,4.0,6.205128205128205,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,183,7
00-0036613,Jaylen Waddle,MIA,,,,,,,,,93.100006,,9,,,,,,,,,,,,,WR,60.85,52,1.0,60.85,52,72.51,-11.660000000000004,-11.66,,46.0,33.0,442.0,2.0,,5.111111111111111,,49.111111111111114,,,0.717391304347826,,,,,0.25702757,136.0,0.3887165,4.121212121212121,0.2888005689605277,10.347826,476.0,0.9285714,,,,,,,,,,,,,,,,,,,,,,,,,,,184,7
00-0038563,Tre Tucker,LV,,,,,,,,,73.8,,10,,,,,,,,,,,,,WR,59.97,53,1.0,59.97,53,72.51,-12.540000000000006,-12.54,,50.0,26.0,325.0,2.0,,5.0,,32.5,,,0.52,,,,,0.27454987,112.0,0.4023114,4.3076923076923075,0.308116953709059,13.48,674.0,0.48219585,,,,,,,,,,,,,,,,,,,,,,,,,,,185,7
00-0033591,Noah Brown,WAS,,,,,,,,,56.4,,7,,,,,,,,,,,,,WR,59.93,54,1.0,59.93,54,72.51,-12.580000000000005,-12.58,,38.0,22.0,284.0,1.0,,5.428571428571429,,40.57142857142857,,,0.5789473684210527,,,,,0.29652587,49.0,0.4868812,2.227272727272727,0.3255825057295646,11.657895,443.0,0.64108354,,,,,,,,,,,,,,,,,,,,,,,,,,,186,7
00-0034173,E.Pineiro,CAR,,,,,,,,,,,7,,,,,,,,,,,,,K,40.17,24,1.0,40.17,24,58.17,-18.0,-12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,12.0,3.0,2.0,2.0,1.0,0.8,0.6666666666666666,0.5,2.142857142857143,20.0,,,,,,,,,,,187,7
00-0038117,Wan'Dale Robinson,NYG,,,,,,,,,89.6,,10,,,,,,,,,,,,,WR,59.84,55,1.0,59.84,55,72.51,-12.670000000000002,-12.67,,71.0,46.0,376.0,1.0,,7.1,,37.6,,,0.647887323943662,,,,,0.16665258,179.0,0.4470122,3.891304347826087,0.31053277807874774,5.28169,375.0,1.0026667,,,,,,,,,,,,,,,,,,,,,,,,,,,188,7
IND,IND DST,IND,,,,,11.0,,,,,22.0,10,,,,,,,,,,,,,DST,43.23,19,1.0,43.23,19,60.84,-17.610000000000007,-13.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,15.0,2.2,1.5,0.06395348837209303,0.017899761336515514,26.5,0.07711219787597656,,189,7
00-0029597,J.Tucker,BAL,,,,,,,,,,,8,,,,,,,,,,,,,K,39.11,25,1.0,39.11,25,58.17,-19.060000000000002,-13.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,12.0,4.0,2.0,8.0,5.0,0.7058823529411765,0.5,0.625,2.125,36.0,,,,,,,,,,,190,7
00-0039356,Ja'Tavion Sanders,CAR,,,,,,,,,44.7,,8,,,,,,,,,,,,,TE,63.36,28,1.0,63.36,28,76.09,-12.730000000000004,-13.37,,20.0,17.0,217.0,1.0,,2.5,,27.125,,,0.85,,,,,,106.0,0.25359088,,0.10929874727668845,,,,,2.0,2.0,10.85,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,191,7
00-0034383,Dalton Schultz,HOU,,,,,,,,,80.0,,10,,,,,,,,,,,,,TE,63.27,29,1.0,63.27,29,76.09,-12.82,-13.46,,52.0,32.0,360.0,2.0,,5.2,,36.0,,,0.6153846153846154,,,,,,155.0,0.36168998,,0.16757447014407964,,,,,5.0,1.0,6.923076923076923,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,192,7
